study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_09	B_lineage	14	Naive B Cell	1	472	0.9585649471277508	0.9585649471277508	1.0	0.06769774011299436	0.06906779661016949	0.13676553672316383	0.8632344632768362	0.8632344632768362	0.0	1.0	0.6658595641646488	0.8008474576271186	0.8008474576271186	0.8008474576271186	1.4069354218004784	0.1483050847457627	0.051553672316384185	0.19703389830508475	0.06638418079096045	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.989406779661017	0.9173728813559322	0.9173728813559322	4.464505649717514
vaccination_study_09	B_lineage	14	Memory B Cell	2	472	0.3487532152043441	0.3487532152043441	0.22033898305084745	0.4085593220338983	0.0	0.4085593220338983	0.0	0.0	0.0	0.9936440677966102	0.29834360554699535	0.22033898305084745	0.01694915254237288	0.19491525423728814	0.7525443524154048	0.8114406779661016	0.4555084745762712	0.0	0.0	TCL1A;MZB1		0.1016949152542373	0.09533898305084745	0.048728813559322036	0.3165254237288136
vaccination_study_09	B_lineage	14	Plasma Cell	3	472	0.3629572735067162	0.3629572735067162	0.17372881355932204	0.47633474576271184	0.06411546610169491	0.5404502118644068	0.0	0.0	0.0	0.2245762711864407	0.040960451977401134	0.17372881355932204	0.01059322033898305	0.11016949152542373	0.8434138773275532	0.9830508474576272	0.4671610169491525	0.1885593220338983	0.05031779661016949	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.00211864406779661	0.00211864406779661	0.0	0.005508474576271186
vaccination_study_09	B_lineage	15	Naive B Cell	1	463	0.9496498999714204	0.9496498999714204	1.0	0.07880489560835133	0.03704103671706263	0.11584593232541396	0.884154067674586	0.884154067674586	0.0	1.0	0.6118481950015427	0.7278617710583153	0.7278617710583153	0.7278617710583153	1.2802948968137198	0.17278617710583152	0.059755219582433405	0.10583153347732181	0.035277177825773935	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.9827213822894169	0.8358531317494601	0.796976241900648	4.248732901367891
vaccination_study_09	B_lineage	15	Memory B Cell	2	463	0.3487532152043441	0.3487532152043441	0.13174946004319654	0.38652267818574515	0.0	0.38652267818574515	0.0	0.0	0.0	0.9978401727861771	0.2856862360102101	0.13174946004319654	0.0021598272138228943	0.09935205183585313	0.46311203687954366	0.7645788336933045	0.4362850971922246	0.0	0.0	TCL1A;MZB1		0.15550755939524838	0.13174946004319654	0.08207343412526998	0.47904967602591797
vaccination_study_09	B_lineage	15	Plasma Cell	3	463	0.3629572735067162	0.3629572735067162	0.20518358531317496	0.47512958963282936	0.07111231101511878	0.5462419006479482	0.0	0.0	0.0	0.22894168466522677	0.039956803455723534	0.20518358531317496	0.004319654427645789	0.1447084233261339	0.9878081641649008	0.980561555075594	0.4659827213822894	0.20950323974082075	0.055075593952483806	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.01511879049676026	0.01511879049676026	0.0021598272138228943	0.04190064794816415
vaccination_study_09	B_lineage	16	Memory B Cell	1	330	0.848492426407545	0.848492426407545	0.9409090909090909	0.14866666666666667	0.0	0.14866666666666667	0.7922424242424242	0.7922424242424242	0.0	1.0	0.4413223140495868	0.6909090909090909	0.21212121212121213	0.36363636363636365	2.289951839388879	0.3	0.15757575757575756	0.0	0.0	TCL1A;MZB1		0.9575757575757575	0.9	0.8909090909090909	4.293454545454545
vaccination_study_09	B_lineage	16	Naive B Cell	2	330	0.45436196056016004	0.5627705627705628	0.21212121212121213	0.32111111111111107	0.07863636363636364	0.39974747474747474	0.0	0.0	0.0	1.0	0.5627705627705628	0.10606060606060606	0.10606060606060606	0.10606060606060606	0.20138162388786743	0.6666666666666666	0.30808080808080807	0.22424242424242424	0.07575757575757576	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.19090909090909092	0.1606060606060606	0.10606060606060606	0.5933333333333333
vaccination_study_09	B_lineage	16	Plasma Cell	3	330	0.3629572735067162	0.3629572735067162	0.4122745833436933	0.4973484848484848	0.1527272727272727	0.6	0.0	0.0	0.0	0.32727272727272727	0.061616161616161604	0.30303030303030304	0.02727272727272727	0.20909090909090908	1.4369771212535611	0.996969696969697	0.5386363636363637	0.44545454545454544	0.12727272727272726	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.0
vaccination_study_09	B_lineage	17	Plasma Cell	1	297	0.3629572735067162	0.3629572735067162	0.11447811447811448	0.35284511784511785	0.03636363636363636	0.3892087542087542	0.0	0.0	0.0	0.12121212121212122	0.02132435465768799	0.11447811447811448	0.003367003367003367	0.08754208754208755	0.5714213635876535	0.8013468013468014	0.21969696969696972	0.10774410774410774	0.026936026936026935	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.9663299663299664	0.9663299663299664	0.006734006734006734	2.520538720538721
vaccination_study_09	B_lineage	17	Memory B Cell	2	297	0.3487532152043441	0.3487532152043441	0.020202020202020204	0.0065993265993266	0.0	0.0065993265993266	0.013602693602693604	0.013602693602693604	0.0	0.2053872053872054	0.023875114784205696	0.020202020202020204	0.003367003367003367	0.013468013468013467	0.09867352644145767	0.013468013468013467	0.006734006734006735	0.0	0.0	TCL1A;MZB1		0.026936026936026935	0.026936026936026935	0.9292929292929293	1.1987878787878787
vaccination_study_09	B_lineage	17	Naive B Cell	3	297	0.45436196056016004	0.45436196056016004	0.020202020202020204	0.010684624017957353	0.02121212121212121	0.031896745230078564	0.0	0.0	0.0	0.11784511784511785	0.021164021164021163	0.010101010101010102	0.010101010101010102	0.010101010101010102	0.0348781054427203	0.02356902356902357	0.007856341189674522	0.06060606060606061	0.0202020202020202	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.006734006734006734	0.003367003367003367	0.04713804713804714	0.0707070707070707
vaccination_study_09	B_lineage	18	Memory B Cell	1	296	0.9736764075450128	0.9736764075450128	1.0	0.15101351351351353	0.0	0.15101351351351353	0.8489864864864864	0.8489864864864864	0.0	1.0	0.5236486486486487	0.831081081081081	0.4189189189189189	0.5675675675675675	2.7479100980110105	0.30743243243243246	0.1554054054054054	0.0	0.0	TCL1A;MZB1		0.9898648648648649	0.7533783783783784	0.9932432432432432	4.378040540540541
vaccination_study_09	B_lineage	18	Naive B Cell	2	296	0.45436196056016004	0.5762548262548262	0.04054054054054054	0.424009009009009	0.09341216216216215	0.5174211711711711	0.0	0.0	0.0	1.0	0.5762548262548262	0.02027027027027027	0.02027027027027027	0.02027027027027027	0.052523215149922954	0.8445945945945946	0.4684684684684685	0.2635135135135135	0.09572072072072073	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.40878378378378377	0.40878378378378377	0.0033783783783783786	1.066891891891892
